-1.955465664689071792e+00	2.934000576918601166e-01
1.003316968148429411e-01	2.274607217039390950e+00
-1.286368395396041198e+00	-4.817913908783513777e-01
-7.101769476309589546e-01	2.053972025173043670e-01
9.676352878824704892e-03	-1.286155359259194109e+00
-1.342955009644332121e+00	1.280137227117890353e+00
3.676860473972987098e+00	6.238588862684444347e-01
1.921496090110195398e+00	1.913013170665975662e-02
1.909736269397328545e+00	-1.402117106618472109e+00
-1.461066389059058501e+00	-1.326658845507027590e-02
-1.124249607949848184e-01	7.168897589606610943e-01
-1.820247057087949871e+00	5.508814849877459174e-01
4.041767653473238853e-01	-1.899835037475580968e-01
6.013004536981545467e-01	-5.125821600929697519e-01
1.311008111825511024e+00	-3.127389557469307246e-01
6.768294655309343710e-01	9.983897810728942224e-01
-3.333850332306969033e-01	-2.272445928438010743e+00
-1.868470488443812805e+00	7.465065784768248891e-01
-1.656137207746764872e+00	-1.819327662473177454e-01
8.070156467587881188e-01	-2.740798437314220237e-01
-2.206790043758448672e-01	8.663123998848549778e-01
1.878726501490526335e+00	1.228292994378437308e+00
6.073590222161345809e-01	-2.388767280782460034e+00
2.158310148133189554e-01	9.716335054453292264e-01
-7.409296720475777587e-01	-1.980351253238128217e+00
5.926607988249632530e-01	-9.835054169992510920e-01
-2.155649822575517849e+00	-7.406045486274257517e-01
9.918894813437871827e-01	1.724733102001980711e-01
1.000087707087695232e+00	2.905654142838380305e-01
4.424251367913855648e-01	3.576177272088647274e-02
1.499016177821297369e+00	-2.992021179343383186e-01
-8.742304552307047505e-01	1.560794149638815353e+00
1.887242667587966938e-01	5.671927334014502664e-01
-2.616781951001427853e+00	4.990504395444508856e-02
-5.585848424260447115e-02	6.459957898053885206e-01
1.272317849781382237e-01	3.599421333208635554e-01
-7.632586625930004587e-01	-4.145034550727663691e-01
3.354443787434458479e-01	-1.028846489164928046e+00
-1.156959763129852936e+00	-1.781738305539252443e-01
7.321673642142361160e-01	-4.551435208630634777e-01
1.485212186265711942e+00	7.143583354755478343e-01
-1.307962638206362493e+00	-1.497251158916930169e+00
-1.416340592217551819e+00	1.203896099880436221e+00
1.573131275266518081e+00	-3.228753623677206308e-01
-2.645768305435450621e-02	4.906925512405602707e-01
-7.051872837838649710e-01	-7.823666378634991370e-01
1.976747832903304469e-01	1.307138584275283399e+00
-4.435145272749811962e-01	1.242106368901092717e+00
